Symbol,Price~,"Exp Date",DTE,Type,Strike,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,Delta,"Date On List"
GME,28.36,2025-04-25,30,Put,28,1.9,2.03,2.13,939,133,7.06,-0.434864,2025-03-26
GME,28.36,2025-04-25,30,Put,26,0.94,1.09,1.15,526,180,2.92,-0.290462,2025-03-26
GME,28.36,2025-04-25,30,Put,25,0.67,0.73,0.82,1346,318,4.23,-0.220054,2025-03-26
GME,28.36,2025-04-17,22,Put,29,2.26,2.43,2.44,2755,910,3.03,-0.511767,2025-03-26
GME,28.36,2025-04-17,22,Put,28,1.66,1.8,1.83,1292,570,2.27,-0.436129,2025-03-26
GME,28.36,2025-04-17,22,Call,28,2.12,2.18,2.34,4030,2457,1.64,0.561614,2025-03-26
GME,28.36,2025-04-11,16,Call,40,0.34,0.36,0.36,1571,805,1.95,0.112816,2025-03-26
GME,28.36,2025-04-11,16,Call,35,0.46,0.53,0.62,2473,650,3.8,0.181323,2025-03-26
GME,28.36,2025-04-11,16,Call,33,0.64,0.75,0.79,3362,142,23.68,0.248772,2025-03-26
GME,28.36,2025-04-11,16,Call,30,1.18,1.18,1.28,5685,1563,3.64,0.394491,2025-03-26
GME,28.36,2025-04-11,16,Call,29,1.43,1.61,1.61,637,424,1.5,0.478895,2025-03-26
GME,28.36,2025-04-11,16,Call,28,1.9,1.88,2.09,1483,884,1.68,0.56176,2025-03-26
GME,28.36,2025-04-11,16,Put,25,0.31,0.49,0.49,749,429,1.75,-0.187561,2025-03-26
GME,28.36,2025-04-11,16,Put,24,0.23,0.23,0.32,1046,129,8.11,-0.109514,2025-03-26
GME,28.36,2025-04-04,9,Call,45,0.16,0.16,0.17,1042,677,1.54,0.054901,2025-03-26
GME,28.36,2025-04-04,9,Call,40,0.22,0.23,0.23,8794,1637,5.37,0.084063,2025-03-26
GME,28.36,2025-04-04,9,Call,38,0.25,0.27,0.27,548,133,4.12,0.102302,2025-03-26
GME,28.36,2025-04-04,9,Call,37,0.27,0.29,0.29,826,159,5.19,0.112806,2025-03-26
GME,28.36,2025-04-04,9,Call,35,0.34,0.35,0.35,11994,2554,4.7,0.143076,2025-03-26
GME,28.36,2025-04-04,9,Call,34,0.37,0.37,0.4,660,140,4.71,0.159091,2025-03-26
GME,28.36,2025-04-04,9,Call,33,0.43,0.46,0.46,1706,399,4.28,0.195024,2025-03-26
GME,28.36,2025-04-04,9,Call,32,0.51,0.54,0.55,6776,839,8.08,0.232892,2025-03-26
GME,28.36,2025-04-04,9,Call,31,0.65,0.68,0.69,3608,422,8.55,0.288964,2025-03-26
GME,28.36,2025-04-04,9,Call,30.5,0.74,0.78,0.76,1674,285,5.87,0.320105,2025-03-26
GME,28.36,2025-04-04,9,Call,30,0.84,0.86,0.88,28817,5879,4.9,0.359874,2025-03-26
GME,28.36,2025-04-04,9,Call,29,1.11,1.11,1.18,6360,639,9.95,0.451472,2025-03-26
GME,28.36,2025-04-04,9,Call,28.5,1.3,1.32,1.35,2260,122,18.52,0.507415,2025-03-26
GME,28.36,2025-04-04,9,Put,28,1.09,1.13,1.17,5791,265,21.85,-0.433389,2025-03-26
GME,28.36,2025-04-04,9,Call,28,1.5,1.61,1.6,12433,1491,8.34,0.564731,2025-03-26
GME,28.36,2025-04-04,9,Call,27.5,1.74,1.76,1.86,780,336,2.32,0.625809,2025-03-26
GME,28.36,2025-04-04,9,Put,27,0.63,0.59,0.72,9360,168,55.71,-0.310737,2025-03-26
GME,28.36,2025-04-04,9,Call,27,2.04,2.17,2.15,1761,1407,1.25,0.680953,2025-03-26
GME,28.36,2025-04-04,9,Put,26,0.36,0.37,0.41,2465,214,11.52,-0.200295,2025-03-26
GME,28.36,2025-04-04,9,Put,25.5,0.27,0.3,0.3,4387,295,14.87,-0.164014,2025-03-26
GME,28.36,2025-04-04,9,Put,25,0.2,0.22,0.25,4615,1258,3.67,-0.126993,2025-03-26
GME,28.36,2025-04-04,9,Put,24,0.12,0.13,0.13,944,570,1.66,-0.07836,2025-03-26
GME,28.36,2025-03-28,2,Call,36,0.09,0.1,0.11,1575,1095,1.44,0.0593,2025-03-26
GME,28.36,2025-03-28,2,Call,35,0.1,0.11,0.11,11798,6927,1.7,0.068471,2025-03-26
GME,28.36,2025-03-28,2,Call,34,0.11,0.13,0.13,1733,1327,1.31,0.083759,2025-03-26
GME,28.36,2025-03-28,2,Call,33,0.14,0.14,0.15,4585,2478,1.85,0.097677,2025-03-26
GME,28.36,2025-03-28,2,Call,32.5,0.13,0.16,0.16,1034,266,3.89,0.112793,2025-03-26
GME,28.36,2025-03-28,2,Call,32,0.15,0.16,0.18,11277,4508,2.5,0.120648,2025-03-26
GME,28.36,2025-03-28,2,Call,31.5,0.17,0.18,0.2,4076,483,8.44,0.139465,2025-03-26
GME,28.36,2025-03-28,2,Call,31,0.2,0.21,0.23,9363,4206,2.23,0.165483,2025-03-26
GME,28.36,2025-03-28,2,Call,30.5,0.24,0.27,0.27,4025,1016,3.96,0.207193,2025-03-26
GME,28.36,2025-03-28,2,Put,30,1.84,1.86,1.99,2881,280,10.29,-0.789655,2025-03-26
GME,28.36,2025-03-28,2,Call,30,0.31,0.31,0.32,72433,25763,2.81,0.2463,2025-03-26
GME,28.36,2025-03-28,2,Call,29.5,0.38,0.44,0.4,25783,6535,3.95,0.306586,2025-03-26
GME,28.36,2025-03-28,2,Put,29,1.05,1.14,1.17,16104,105,153.37,-0.615797,2025-03-26
GME,28.36,2025-03-28,2,Call,29,0.48,0.52,0.53,34866,11435,3.05,0.387855,2025-03-26
GME,28.36,2025-03-28,2,Call,28.5,0.63,0.69,0.7,14700,1835,8.01,0.483627,2025-03-26
GME,28.36,2025-03-28,2,Put,28,0.48,0.51,0.52,27442,570,48.14,-0.404213,2025-03-26
GME,28.36,2025-03-28,2,Call,28,0.88,0.89,0.9,15984,9454,1.69,0.5934,2025-03-26
GME,28.36,2025-03-28,2,Put,27.5,0.3,0.33,0.33,13483,158,85.34,-0.295095,2025-03-26
GME,28.36,2025-03-28,2,Call,27.5,1.16,1.23,1.26,3268,2162,1.51,0.694016,2025-03-26
GME,28.36,2025-03-28,2,Put,27,0.19,0.2,0.21,25100,490,51.22,-0.201198,2025-03-26
GME,28.36,2025-03-28,2,Put,26.5,0.12,0.14,0.14,3430,169,20.3,-0.142856,2025-03-26
GME,28.36,2025-03-28,2,Put,26,0.09,0.1,0.1,12782,978,13.07,-0.10221,2025-03-26
GME,25.4,2025-07-18,115,Call,65,0.92,0.98,0.98,2223,1646,1.35,0.144483,2025-03-25
GME,25.4,2025-05-16,52,Call,30,1.5,1.61,1.63,609,440,1.38,0.350874,2025-03-25
GME,25.4,2025-04-17,23,Call,25.5,1.9,2.01,2.03,680,113,6.02,0.530175,2025-03-25
GME,25.4,2025-04-11,17,Call,30,0.71,0.77,0.82,1356,974,1.39,0.255968,2025-03-25
GME,25.4,2025-04-04,10,Call,25.5,1.53,1.55,1.62,788,410,1.92,0.520175,2025-03-25
GME,25.4,2025-04-04,10,Put,24,0.83,0.87,0.9,625,289,2.16,-0.324688,2025-03-25
GME,25.4,2025-04-04,10,Put,23,0.5,0.51,0.55,579,322,1.8,-0.224151,2025-03-25
GME,25.4,2025-04-04,10,Put,20,0.1,0.12,0.12,699,303,2.31,-0.062198,2025-03-25
GME,25.4,2025-03-28,3,Call,34,0.15,0.16,0.18,1005,534,1.88,0.078045,2025-03-25
GME,25.4,2025-03-28,3,Call,27.5,0.65,0.65,0.68,2046,1397,1.46,0.307965,2025-03-25
GME,25.4,2025-03-28,3,Put,25,1,1.07,1.05,4647,3086,1.51,-0.424132,2025-03-25
GME,25.4,2025-03-28,3,Put,24.5,0.78,0.84,0.83,1948,1106,1.76,-0.359926,2025-03-25
GME,25.4,2025-03-28,3,Put,23.5,0.42,0.42,0.46,4658,2944,1.58,-0.232183,2025-03-25
GME,25.4,2025-03-28,3,Put,22,0.16,0.17,0.18,4529,3623,1.25,-0.108037,2025-03-25
GME,25.61,2025-06-20,88,Call,65,0.8,0.88,0.92,1148,922,1.25,0.134206,2025-03-24
GME,25.61,2025-04-25,32,Call,35,0.51,0.58,0.65,992,657,1.51,0.168508,2025-03-24
GME,25.61,2025-03-28,4,Call,38,0.08,0.1,0.1,744,601,1.24,0.046391,2025-03-24
GME,25.61,2025-03-28,4,Call,37,0.09,0.1,0.11,790,170,4.65,0.048485,2025-03-24
GME,25.61,2025-03-28,4,Call,36,0.1,0.11,0.11,595,349,1.7,0.054484,2025-03-24
GME,25.61,2025-03-28,4,Call,30.5,0.26,0.28,0.28,1035,147,7.04,0.146471,2025-03-24
GME,25.61,2025-03-28,4,Call,28.5,0.49,0.5,0.52,1147,622,1.84,0.247431,2025-03-24
GME,25.61,2025-03-28,4,Put,25.5,1.33,1.34,1.36,3102,153,20.27,-0.460396,2025-03-24
GME,25.61,2025-03-28,4,Put,25,1.06,1.1,1.1,2488,1966,1.27,-0.403637,2025-03-24
GME,25.61,2025-03-28,4,Put,24.5,0.83,0.84,0.86,1297,450,2.88,-0.344332,2025-03-24
GME,25.61,2025-03-28,4,Put,24,0.65,0.65,0.66,2356,1907,1.24,-0.28795,2025-03-24
GME,25.61,2025-03-28,4,Put,22.5,0.25,0.28,0.27,1528,1044,1.46,-0.143924,2025-03-24
GME,24.75,2025-04-25,34,Call,50,0.23,0.26,0.26,2823,1984,1.42,0.067159,2025-03-21
GME,24.75,2025-04-25,34,Call,40,0.36,0.36,0.45,1314,572,2.3,0.103335,2025-03-21
GME,24.75,2025-03-28,6,Call,33,0.16,0.16,0.18,1533,1035,1.48,0.080021,2025-03-21
GME,24.75,2025-03-28,6,Call,32,0.18,0.18,0.2,2217,1730,1.28,0.092367,2025-03-21
GME,24.75,2025-03-28,6,Call,27.5,0.58,0.6,0.6,966,525,1.84,0.273758,2025-03-21
GME,24.75,2025-03-28,6,Call,25.5,1.15,1.16,1.19,3027,1676,1.81,0.450174,2025-03-21
GME,24.75,2025-03-28,6,Put,24.5,1.3,1.29,1.34,648,118,5.49,-0.443606,2025-03-21
GME,24.75,2025-03-28,6,Call,24.5,1.57,1.6,1.63,2015,821,2.45,0.55574,2025-03-21
GME,24.75,2025-03-28,6,Put,24,1.04,1.06,1.09,1895,1506,1.26,-0.387972,2025-03-21
GME,24.75,2025-03-28,6,Call,23,2.39,2.4,2.47,1567,1187,1.32,0.720231,2025-03-21
GME,24.75,2025-03-21,0,Call,24.5,0.24,0.24,0.29,14384,3053,4.71,0.781644,2025-03-21
GME,24.75,2025-03-21,0,Call,24,0.7,0.78,0.81,10547,7055,1.49,0.895561,2025-03-21
GME,23.51,2025-04-11,22,Call,26,1.01,1.13,1.12,512,265,1.93,0.353347,2025-03-20
GME,23.51,2025-03-28,8,Call,26.5,0.55,0.59,0.6,4128,427,9.67,0.265259,2025-03-20
GME,23.51,2025-03-28,8,Put,21,0.38,0.41,0.4,4312,763,5.65,-0.195125,2025-03-20
GME,23.71,2025-03-21,2,Call,24,0.27,0.3,0.3,16549,7918,2.09,0.401919,2025-03-19
GME,23.5,2025-04-11,25,Call,29,0.35,0.68,0.79,705,178,3.96,0.228316,2025-03-17
GME,23.5,2025-04-04,18,Call,24,1.5,1.58,1.82,526,369,1.43,0.492408,2025-03-17
GME,23.5,2025-03-28,11,Call,23.5,1.57,1.61,1.66,1392,122,11.41,0.532535,2025-03-17
GME,23.5,2025-03-21,4,Call,26,0.08,0.1,0.1,5813,4626,1.26,0.112318,2025-03-17
GME,23.5,2025-03-21,4,Call,25.5,0.1,0.11,0.12,3021,2165,1.4,0.133767,2025-03-17
GME,23.5,2025-03-21,4,Put,22.5,0.17,0.18,0.19,2118,1356,1.56,-0.221062,2025-03-17
GME,23.05,2025-10-17,217,Call,35,2.5,3.2,3.25,513,256,2,0.390929,2025-03-14
GME,23.05,2025-06-20,98,Call,35,1.63,1.7,1.87,7011,4162,1.68,0.287846,2025-03-14
GME,23.05,2025-03-28,14,Call,41,0.19,0.21,0.21,1131,305,3.71,0.067883,2025-03-14
GME,23.05,2025-03-28,14,Call,31,0.37,0.42,0.44,1107,882,1.26,0.152089,2025-03-14
GME,23.05,2025-03-28,14,Call,25.5,0.98,1.02,1.06,1033,192,5.38,0.350636,2025-03-14
GME,23.05,2025-03-28,14,Call,23,1.68,1.84,1.99,695,472,1.47,0.54167,2025-03-14
GME,23.05,2025-03-21,7,Call,25.5,0.17,0.18,0.19,2136,496,4.31,0.159598,2025-03-14
GME,23.05,2025-03-21,7,Call,24.5,0.27,0.28,0.29,1704,900,1.89,0.24909,2025-03-14
GME,23.05,2025-03-21,7,Put,23.5,0.93,1.02,1.02,1450,172,8.43,-0.577173,2025-03-14
GME,23.05,2025-03-21,7,Call,23,0.71,0.7,0.72,2893,2261,1.28,0.524345,2025-03-14
GME,23.05,2025-03-21,7,Call,22.5,0.92,1,1.02,1113,450,2.47,0.636098,2025-03-14
GME,23.05,2025-03-14,0,Call,22.5,0.37,0.62,0.54,3496,2603,1.34,0,2025-03-14
GME,23.05,2025-03-14,0,Call,22,0.9,1,1.1,3165,2540,1.25,0.886067,2025-03-14
GME,21.95,2025-06-20,99,Call,18,5.05,5.44,5.85,501,212,2.36,0.744343,2025-03-13
GME,21.95,2025-04-25,43,Call,28,0.87,0.97,1.38,642,127,5.06,0.266359,2025-03-13
GME,21.95,2025-03-21,8,Call,23.5,0.37,0.39,0.41,4376,359,12.19,0.280124,2025-03-13
GME,21.95,2025-03-14,1,Call,23,0.08,0.1,0.09,3956,3076,1.29,0.161756,2025-03-13
GME,21.95,2025-03-14,1,Call,22.5,0.14,0.16,0.17,2615,1707,1.53,0.284534,2025-03-13
GME,21.95,2025-03-14,1,Call,22,0.3,0.31,0.33,3682,1512,2.44,0.48324,2025-03-13
GME,21.99,2025-03-14,2,Put,22,0.46,0.47,0.49,3564,2184,1.63,-0.493683,2025-03-12
GME,21.99,2025-03-14,2,Call,22,0.45,0.48,0.52,2155,1251,1.72,0.506874,2025-03-12
GME,22.61,2025-04-04,24,Call,25,1.25,1.37,1.38,1000,586,1.71,0.389885,2025-03-11
GME,22.61,2025-03-28,17,Call,23,1.4,1.75,1.79,515,132,3.9,0.508371,2025-03-11
GME,22.61,2025-03-21,10,Put,22.5,0.95,0.91,1.01,1349,631,2.14,-0.461482,2025-03-11
GME,22.61,2025-03-21,10,Call,21,1.98,2.23,2.13,595,112,5.31,0.743459,2025-03-11
GME,22.61,2025-03-14,3,Call,23,0.43,0.45,0.46,4527,1919,2.36,0.414438,2025-03-11
GME,22.61,2025-03-14,3,Call,22,0.93,1.04,1.01,1828,709,2.58,0.664381,2025-03-11
GME,22.42,2025-03-28,18,Call,29,0.6,0.66,0.72,5960,1096,5.44,0.212532,2025-03-10
GME,22.42,2025-03-14,4,Call,24.5,0.19,0.21,0.22,2880,964,2.99,0.187447,2025-03-10
GME,22.42,2025-03-14,4,Call,24,0.26,0.3,0.29,4272,1844,2.32,0.239688,2025-03-10
GME,22.42,2025-03-14,4,Call,23.5,0.36,0.39,0.39,2941,550,5.35,0.314683,2025-03-10
GME,22.42,2025-03-14,4,Call,23,0.5,0.55,0.54,3102,492,6.3,0.398413,2025-03-10
GME,22.42,2025-03-14,4,Put,22,0.48,0.49,0.53,2449,594,4.12,-0.388564,2025-03-10
GME,22.42,2025-03-14,4,Put,21,0.2,0.22,0.24,1231,631,1.95,-0.203224,2025-03-10
GME,24,2025-03-21,13,Call,22,2.28,2.62,2.76,1051,242,4.34,0.737393,2025-03-07
GME,24,2025-03-14,6,Call,26.5,0.16,0.18,0.18,1545,975,1.58,0.15768,2025-03-07
GME,24,2025-03-14,6,Call,25,0.37,0.36,0.38,7201,2472,2.91,0.316471,2025-03-07
GME,24,2025-03-14,6,Call,24.5,0.5,0.52,0.53,1315,635,2.07,0.407973,2025-03-07
GME,24,2025-03-14,6,Call,24,0.7,0.71,0.71,2078,597,3.48,0.513157,2025-03-07
GME,24,2025-03-14,6,Put,23.5,0.43,0.46,0.47,2269,189,12.01,-0.371989,2025-03-07
GME,24,2025-03-07,0,Put,25.5,1.32,1.51,1.67,1147,398,2.88,-0.9694,2025-03-07
GME,24,2025-03-07,0,Call,23.5,0.46,0.51,0.51,3241,225,14.4,0.929812,2025-03-07
GME,24,2025-03-07,0,Call,23,0.95,1.03,1.33,1523,909,1.68,0.9129,2025-03-07
GME,24.2,2027-01-15,680,Call,55,5.4,6.1,8.05,2344,493,4.75,0.460045,2025-03-06
GME,24.2,2027-01-15,680,Call,40,7.3,7.3,8.25,2353,871,2.7,0.53409,2025-03-06
GME,24.2,2025-04-17,41,Call,29,1.42,1.55,1.67,8714,1133,7.69,0.345077,2025-03-06
GME,24.2,2025-03-14,7,Call,25.5,0.49,0.51,0.53,1147,445,2.58,0.325601,2025-03-06
GME,24.2,2025-03-07,1,Call,24.5,0.25,0.25,0.28,2435,1329,1.83,0.383994,2025-03-06
GME,25.07,2025-04-04,29,Call,50,0.35,0.39,0.39,4013,1306,3.07,0.089664,2025-03-05
GME,25.07,2025-03-14,8,Call,26.5,0.49,0.51,0.52,558,380,1.47,0.315989,2025-03-05
GME,25.07,2025-03-07,2,Put,24,0.13,0.14,0.16,6159,2398,2.57,-0.191751,2025-03-05
GME,24.3,2025-04-11,37,Call,50,0.36,0.4,0.43,1078,254,4.24,0.091127,2025-03-04
GME,24.3,2025-03-14,9,Call,24,1.05,1.1,1.15,687,408,1.68,0.567637,2025-03-04
GME,24.3,2025-03-07,3,Call,24,0.71,0.74,0.78,2506,1038,2.41,0.59255,2025-03-04
GME,24.3,2025-03-07,3,Call,23.5,0.99,0.98,1.14,565,135,4.19,0.717879,2025-03-04
GME,24.3,2025-03-07,3,Put,22.5,0.08,0.11,0.11,1825,284,6.43,-0.126876,2025-03-04
GME,24.4,2025-03-14,10,Call,25,0.82,0.87,0.88,1726,1028,1.68,0.438647,2025-03-03
GME,24.4,2025-03-07,4,Call,25.5,0.36,0.37,0.37,4936,2101,2.35,0.30594,2025-03-03
GME,24.4,2025-03-07,4,Put,24.5,0.72,0.73,0.78,1171,677,1.73,-0.510402,2025-03-03
GME,24.4,2025-03-07,4,Put,24,0.48,0.52,0.53,2713,1193,2.27,-0.396575,2025-03-03
GME,24.4,2025-03-07,4,Call,24,0.9,0.96,0.99,1019,629,1.62,0.598672,2025-03-03
GME,24.4,2025-03-07,4,Put,23.5,0.3,0.32,0.35,2618,402,6.51,-0.28615,2025-03-03
GME,25.04,2025-04-04,34,Call,28,1.56,1.78,1.98,527,124,4.25,0.401544,2025-02-28
GME,25.04,2025-03-07,7,Call,27.5,0.18,0.21,0.21,1436,929,1.55,0.172245,2025-02-28
GME,25.04,2025-03-07,7,Call,26.5,0.28,0.3,0.33,956,727,1.31,0.254963,2025-02-28
GME,25.04,2025-03-07,7,Call,26,0.38,0.4,0.42,3940,2841,1.39,0.326698,2025-02-28
GME,25.04,2025-03-07,7,Call,25.5,0.52,0.57,0.57,3538,481,7.36,0.420672,2025-02-28
GME,25.04,2025-03-07,7,Call,25,0.71,0.73,0.78,4502,2277,1.98,0.521373,2025-02-28
GME,25.04,2025-03-07,7,Call,24.5,0.97,0.93,1.07,975,454,2.15,0.629355,2025-02-28
GME,25.04,2025-03-07,7,Call,23,1.83,2.15,2.59,752,567,1.33,0.878256,2025-02-28
GME,25.04,2025-02-28,0,Call,24.5,0.55,0.55,0.67,7574,2359,3.21,0.933574,2025-02-28
GME,24.48,2025-06-20,112,Call,95,0.73,0.88,0.83,1347,183,7.36,0.108206,2025-02-27
GME,24.48,2025-06-20,112,Call,85,0.74,0.9,1,593,275,2.16,0.124358,2025-02-27
GME,24.48,2025-06-20,112,Call,115,0.64,0.9,0.83,1398,722,1.94,0.097935,2025-02-27
GME,24.48,2025-03-07,8,Call,25.5,0.54,0.62,0.63,561,325,1.73,0.368333,2025-02-27
GME,24.48,2025-03-07,8,Call,25,0.69,0.75,0.78,1787,1028,1.74,0.435284,2025-02-27
GME,24.48,2025-03-07,8,Put,24.5,0.82,0.8,0.97,505,206,2.45,-0.4866,2025-02-27
GME,24.61,2025-03-21,23,Call,28,0.85,0.89,0.95,4195,2371,1.77,0.301804,2025-02-26
GME,24.61,2025-03-14,16,Call,30,0.38,0.4,0.47,3466,2063,1.68,0.172386,2025-02-26
GME,24.42,2025-07-18,142,Call,32,3.15,3.3,3.8,1817,233,7.8,0.423498,2025-02-25
GME,24.42,2025-03-21,23,Put,21,0.26,0.41,0.52,770,296,2.6,-0.168592,2025-02-25
GME,24.42,2025-03-14,16,Call,25,1.16,1.3,1.47,678,380,1.78,0.471284,2025-02-25
GME,24.42,2025-03-07,10,Call,26,0.68,0.7,0.75,2105,897,2.35,0.343151,2025-02-25
GME,24.42,2025-03-07,10,Put,21,0.13,0.14,0.15,601,276,2.18,-0.095902,2025-02-25
GME,24.42,2025-02-28,3,Call,26,0.26,0.29,0.28,6753,2659,2.54,0.236735,2025-02-25
GME,24.42,2025-02-28,3,Call,25.5,0.32,0.39,0.39,3283,1114,2.95,0.313597,2025-02-25
GME,24.42,2025-02-28,3,Call,25,0.5,0.55,0.55,9320,2020,4.61,0.40245,2025-02-25
GME,24.42,2025-02-28,3,Call,24.5,0.63,0.8,0.78,3005,105,28.62,0.497382,2025-02-25
GME,24.42,2025-02-28,3,Call,24,0.85,0.92,1,1945,888,2.19,0.608669,2025-02-25
GME,24.42,2025-02-28,3,Put,23.5,0.26,0.3,0.35,1569,308,5.09,-0.277833,2025-02-25
GME,25,2025-03-07,11,Put,23,0.29,0.33,0.33,925,563,1.64,-0.205592,2025-02-24
GME,25,2025-02-28,4,Call,26.5,0.31,0.32,0.35,2897,1216,2.38,0.25969,2025-02-24
GME,25,2025-02-28,4,Call,26,0.4,0.42,0.46,3625,1494,2.43,0.328534,2025-02-24
GME,25,2025-02-28,4,Call,25.5,0.51,0.55,0.63,1580,419,3.77,0.412612,2025-02-24
GME,25,2025-02-28,4,Put,25,0.65,0.7,0.71,6675,4300,1.55,-0.486695,2025-02-24
GME,25,2025-02-28,4,Put,24.5,0.44,0.45,0.47,1848,1139,1.62,-0.370665,2025-02-24
GME,26.42,2025-03-21,27,Call,38,0.47,0.53,0.6,819,368,2.23,0.146077,2025-02-21
GME,26.42,2025-03-07,14,Call,36,0.2,0.26,0.34,7110,222,32.03,0.101297,2025-02-21
GME,26.42,2025-02-28,7,Call,27.5,0.52,0.54,0.55,2861,1093,2.62,0.347476,2025-02-21
GME,26.42,2025-02-28,7,Call,26.5,0.81,0.83,0.9,1484,772,1.92,0.500526,2025-02-21
GME,26.42,2025-02-28,7,Put,25.5,0.4,0.47,0.47,2398,1060,2.26,-0.318953,2025-02-21
GME,26.42,2025-02-28,7,Put,25,0.28,0.3,0.31,6039,1688,3.58,-0.233297,2025-02-21
GME,26.42,2025-02-28,7,Put,24.5,0.17,0.2,0.22,2245,397,5.65,-0.167678,2025-02-21
GME,26.42,2025-02-28,7,Put,24,0.14,0.14,0.15,2850,1237,2.3,-0.121408,2025-02-21
GME,26.42,2025-02-21,0,Put,27.5,0.89,1.03,1.2,1947,806,2.42,-0.810925,2025-02-21
GME,26.42,2025-02-21,0,Put,26.5,0.1,0.1,0.12,4638,2417,1.92,-0.742494,2025-02-21
GME,27.04,2025-07-18,148,Call,29,5.05,5.4,5.45,520,191,2.72,0.557577,2025-02-20
GME,27.04,2025-03-28,36,Call,30,1.99,2.06,2.27,3581,1340,2.67,0.416535,2025-02-20
GME,27.04,2025-03-07,15,Call,50,0.13,0.15,0.15,1337,399,3.35,0.045588,2025-02-20
GME,27.04,2025-02-28,8,Call,31,0.25,0.28,0.3,2435,903,2.7,0.160569,2025-02-20
GME,27.04,2025-02-28,8,Call,30.5,0.27,0.33,0.35,527,137,3.85,0.186521,2025-02-20
GME,27.04,2025-02-28,8,Call,29.5,0.36,0.4,0.44,1013,377,2.69,0.23623,2025-02-20
GME,27.04,2025-02-21,1,Put,27.5,0.69,0.73,0.77,1001,431,2.32,-0.646148,2025-02-20
GME,27.04,2025-02-21,1,Call,27.5,0.26,0.26,0.28,9003,3714,2.42,0.350326,2025-02-20
GME,27.04,2025-02-21,1,Call,27,0.42,0.44,0.45,15880,8178,1.94,0.52259,2025-02-20
GME,27.04,2025-02-21,1,Put,26.5,0.17,0.2,0.22,4420,1756,2.52,-0.295364,2025-02-20
GME,27.04,2025-02-21,1,Call,26.5,0.67,0.74,0.75,7431,2483,2.99,0.704206,2025-02-20
GME,26,2025-02-28,9,Put,25.5,0.6,0.62,0.65,640,149,4.3,-0.39173,2025-02-19
GME,26,2025-02-21,2,Call,26.5,0.28,0.29,0.3,3308,1269,2.61,0.353687,2025-02-19
GME,26.97,2025-04-17,58,Call,36,1.6,1.67,1.79,705,343,2.06,0.297002,2025-02-18
GME,26.97,2025-02-28,10,Call,26,1.44,1.48,1.5,1250,498,2.51,0.676879,2025-02-18
GME,26.97,2025-02-21,3,Call,27.5,0.35,0.37,0.37,7397,2446,3.02,0.37174,2025-02-18
GME,26.97,2025-02-21,3,Put,27,0.49,0.55,0.58,5143,3051,1.69,-0.499591,2025-02-18
GME,26.97,2025-02-21,3,Put,26.5,0.27,0.3,0.3,1366,893,1.53,-0.345589,2025-02-18
GME,27,2025-06-20,125,Put,27,4.75,5,5.15,614,450,1.36,-0.403849,2025-02-17
GME,27,2025-04-17,61,Put,24,1.67,1.77,1.86,1635,825,1.98,-0.293248,2025-02-17
GME,27,2025-03-28,41,Call,50,0.58,0.59,0.59,1172,318,3.69,0.119631,2025-02-17
GME,27,2025-03-28,41,Call,30,2.05,2.14,2.25,1089,470,2.32,0.420319,2025-02-17
GME,27,2025-03-14,27,Call,36,0.5,0.59,0.64,4117,480,8.58,0.171493,2025-02-17
GME,27,2025-02-28,13,Call,28,0.78,0.86,0.95,3805,2012,1.89,0.401003,2025-02-17
GME,27,2025-02-28,13,Put,27,1.02,1.03,1.17,823,538,1.53,-0.481764,2025-02-17
GME,27,2025-02-21,6,Call,38,0.07,0.1,0.09,785,413,1.9,0.041607,2025-02-17
GME,27,2025-02-21,6,Call,29.5,0.23,0.23,0.26,1741,669,2.6,0.178603,2025-02-17
GME,27,2025-02-21,6,Call,29,0.29,0.31,0.3,5029,3738,1.35,0.222826,2025-02-17
GME,27,2025-02-21,6,Call,28.5,0.33,0.36,0.36,2399,1042,2.3,0.271525,2025-02-17
GME,27,2025-02-21,6,Put,28,1.36,1.36,1.42,8794,4203,2.09,-0.689841,2025-02-17
GME,27,2025-02-21,6,Put,27.5,0.98,0.99,1.04,1392,355,3.92,-0.598646,2025-02-17
GME,27,2025-02-21,6,Call,27.5,0.52,0.56,0.57,2681,1497,1.79,0.412857,2025-02-17
GME,27,2025-02-21,6,Put,27,0.65,0.69,0.71,4140,1553,2.67,-0.487996,2025-02-17
GME,27,2025-02-21,6,Call,27,0.7,0.7,0.73,7222,5426,1.33,0.51171,2025-02-17
GME,27,2025-02-21,6,Put,26.5,0.4,0.44,0.45,1260,375,3.36,-0.37009,2025-02-17
GME,27,2025-02-21,6,Put,26,0.23,0.24,0.26,3657,2649,1.38,-0.249315,2025-02-17
GME,27,2025-04-17,61,Put,24,1.67,1.77,1.86,1635,825,1.98,-0.293248,2025-02-14
GME,27,2025-03-28,41,Call,50,0.58,0.59,0.59,1172,318,3.69,0.119631,2025-02-14
GME,27,2025-03-28,41,Call,30,2.05,2.14,2.25,1089,470,2.32,0.420319,2025-02-14
GME,27,2025-03-14,27,Call,36,0.5,0.59,0.64,4117,480,8.58,0.171493,2025-02-14
GME,27,2025-02-28,13,Call,28,0.78,0.86,0.95,3805,2012,1.89,0.401003,2025-02-14
GME,27,2025-02-28,13,Put,27,1.02,1.03,1.17,823,538,1.53,-0.481764,2025-02-14
